cSMILES,activity
CCCCC(CC)COC(=O)c1ccccc1C(=O)O,99.0
Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,59.8
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,102.0
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,75.8
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,19.9
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,31.7
C=C(C)C(N)=O,9.2
C=C(C)C#N,3.5
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-4.6
COP(N)(=O)SC,17.4
C1N2CN3CN1CN(C2)C3,21.7
COc1nn(CSP(=S)(OC)OC)c(=O)s1,73.9
Cn1cc[nH]c1=S,60.3
CNC(=O)ON=C(C)SC,19.4
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,23.8
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,86.0
COC(=O)c1c(C)cc(O)c(C)c1O,96.9
CCCCCCCCCC(=O)OC,20.2
CCCCCC1C(=O)CCC1CC(=O)OC,20.9
CCCCCCCCCCCC(=O)OC,32.1
CCCCCCCC(=O)OC,15.7
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,92.6
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,109.1
COC(=O)c1ccccc1O,33.2
CC(=O)C=Cc1ccccc1,27.3
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,49.3
C=CCc1ccc(OC)c(OC)c1,59.5
CCC(=O)C=CC1C(C)=CCCC1(C)C,49.8
COC(=O)c1ccc(O)cc1,51.5
CSc1nnc(C(C)(C)C)c(=O)n1N,10.7
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,17.6
CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2,69.3
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.6
CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,20.9
CCSC(=O)N1CCCCCC1,11.8
O=C(C(Cl)Cl)N1CCOC12CCCCC2,10.5
CNC(=O)/C=C(\C)OP(=O)(OC)OC,8.0
COC(=O)c1ccccc1C(=O)O,16.0
O=C([O-])c1ccccc1C(=O)O,84.3
CCCCCCCCCCCCCOP(=O)(O)O,104.9
CN(C)C(=O)Nc1ccc(Cl)cc1,12.9
C1COCCN1,-2.4
CCC(=O)Nc1ccc(Cl)c(Cl)c1,58.0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,86.4
CCCCNS(=O)(=O)c1ccccc1,17.8
CCCCCCCCCCCC(=O)N(C)CC(=O)O,85.9
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.7
CN1CCCC1=O,7.9
CNC(C)=O,20.5
CN(N=O)C(N)=O,0.8
CCCN(CCC)N=O,8.9
CCN(CC)N=O,7.3
CN(C)N=O,-12.8
O=NN(c1ccccc1)c1ccccc1,86.7
Nc1ccc(Nc2ccccc2)cc1,90.1
CCN(CC)CCO,12.7
CCCCCCCCCC[N+](C)(C)[O-],9.3
CCCCCCCC(=O)N(C)C,13.0
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-4.8
CCCCNC(=S)NCCCC,20.0
CCNC(=S)NCC,5.4
C=CC(=O)NCNC(=O)C=C,50.3
c1ccc2ccccc2c1,34.8
COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,21.8
CCC(C)(CCC(C)C)C(=O)O,38.0
C=CC(C)(O)CCC=C(C)CCC=C(C)C,75.4
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,17.7
OC(=O)C1=CC=CN=C1,9.9
Clc1cccc(C(Cl)(Cl)Cl)n1,76.0
O=C(O)CN(CC(=O)O)CC(=O)O,2.5
O=[N+]([O-])c1ccccc1,56.1
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,68.4
CCCCCCCCC,3.2
O=C(O)CCCCCCCC(=O)O,20.8
CCCCCCCCC(=O)O,94.0
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,108.6
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4C3CC[C@@]21C,15.8
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,48.0
Cc1cc(N=Nc2ccccc2C)ccc1N,111.0
Cc1ccccc1O,47.4
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,22.5
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,92.7
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-1.3
CCCCCCCC=O,-4.9
CCCCCCCC(O)=O,80.5
CCCCCCCCn1sccc1=O,40.3
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,49.2
CCCCCCCCOC(C)=O,15.0
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,28.0
CCCCCCCCOC(=O)c1ccc(O)cc1,96.7
CCCCCCCC/C=C\CCCCCCCC(O)=O,98.2
OC(=O)C(O)=O,18.5
CNC(=O)ON=C(SC)C(=O)N(C)C,23.9
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,23.5
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],59.8
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,19.9
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,23.8
CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,30.4
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,98.8
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,84.1
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],105.0
COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,26.5
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,69.7
CCCCCCCCCCCCCCC,4.7
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],-0.8
CCCCC=O,1.2
O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1,16.3
CCCCC(O)=O,26.3
CCCCCOC(C)=O,38.3
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.9
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.2
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,96.4
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,104.7
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,103.1
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,104.9
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,103.5
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,101.4
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,30.4
COc1ccc(/C=C/S(=O)(=O)[N-]C(=O)c2ccc(C)cc2Cl)cc1,88.8
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,40.7
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O,7.1
Oc1ccccc1,11.1
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,103.1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,100.2
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,97.3
O=S(=O)(O)c1ccccc1O,19.1
ClP(Cl)c1ccccc1,11.2
O=C(Oc1ccccc1)c1ccccc1O,96.0
O=CCc1ccccc1,55.8
CC(=O)O[Hg]c1ccccc1,4.2
O=C(Oc1ccccc1)c1ccc(O)cc1,105.3
CCOP(=S)(OCC)SCSCC,79.7
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,40.2
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,55.7
OP(O)(O)=O,14.6
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,99.2
O=C1NC(=O)c2ccccc21,15.9
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,55.1
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,88.7
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,8.9
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,23.3
CCCCCCCC/C=C\CCCCCCCC(=O)OCCO,53.8
C[Si](C)=O,77.8
CC(O)COC(C)CO,8.9
[O-][Cl+2]([O-])[O-],4.8
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,99.4
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.4
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,104.3
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,1.1
CC(=O)[C@H]1[C@H](C#N)CC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,-24.9
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,54.3
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,97.1
CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,16.5
CCCOC(=O)NCCCN(C)C,19.7
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,50.1
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,74.6
CC(C)c1cccc(C(C)C)c1O,65.9
CNC(=O)Oc1ccccc1OC(C)C,15.2
CC1COC(=O)O1,11.4
CCCOC(=O)c1ccc(O)cc1,96.8
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,64.8
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,3.1
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,36.9
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,43.6
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,44.7
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1,66.3
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,18.7
c1ccc2ncccc2c1,34.3
C=C(C)[C@@H]1CC=C(C)C(=O)C1,24.0
CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,91.8
O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,-38.3
Cn1c([N+](=O)[O-])cnc1COC(N)=O,9.7
CC(C)Nc1nc(N)nc(Cl)n1,15.8
OC(=O)C1=C(O)C=CC=C1,55.9
CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,61.4
Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1,-24.0
CCC/C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O,55.5
[O-]n1ccccc1=S,3.5
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-],66.3
[S-]c1nc2ccccc2s1,96.3
Cc1ccccc1S(=O)(=O)[O-],10.8
Cc1ccc(C)c(S(=O)(=O)[O-])c1,34.7
CC1=CC=C(S(=O)(=O)[O-])C=C1,16.6
CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,101.3
[N-]=[N+]=[N-],6.3
[O-][Cl+][O-],6.0
O=C([O-])CCl,9.3
CCCCCCCCCCOS(=O)(=O)[O-],98.9
CC1=CC(=O)/C(=C(\C)[O-])C(=O)O1,41.7
O=c1nc([O-])n(Cl)c(=O)n1Cl,13.8
O=c1nc([O-])n(Cl)c(=O)n1Cl,15.9
CN(C)C(=S)[S-],50.3
CCCCCCCCCCCCOS([O-])(=O)=O,102.3
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],102.5
CCCCC(CC)COS(=O)(=O)[O-],81.3
O=C([O-])CF,8.1
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-],78.0
Cc1ccc(S(=O)(=O)[O-])c(C)c1,27.8
C=C(C)C(=O)[O-],2.4
COS([O-])(=O)=O,11.3
CCCCCCCCCCCCCCOS(=O)(=O)[O-],98.8
F[B-](F)(F)F,8.5
O=C([O-])C(Cl)(Cl)Cl,0.3
CCCCCCCCCCCCCOS(=O)(=O)[O-],104.5
Cc1ccc(S(=O)(=O)[O-])cc1C,19.4
CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,42.6
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]34CCC(=O)O4)C21,-5.9
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,16.4
O=C(NC(c1ccccc1)C1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,-45.0
O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,4.4
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,22.0
OCC(O)c1ccccc1,8.5
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,8.1
NS(=O)(=O)O,47.5
O=C(O)CC(C(=O)O)S(=O)(=O)O,5.8
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,81.2
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,27.1
O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,94.0
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,25.5
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,24.5
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,101.6
CCC(=NOC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,12.4
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,14.6
CCOP(=S)(OCC)SCSC(C)(C)C,75.3
CCNc1nc(Cl)nc(NC(C)(C)C)n1,61.0
CC1=CCC(C(C)(C)O)CC1,3.6
CC1=CCC(=C(C)C)CC1,19.0
CCC(=O)OC(C)(C)C1CC=C(C)CC1,11.6
CC(=O)OC(C)(C)C,-0.7
CC(C)(C)OOC(=O)c1ccccc1,21.4
CC(C)(C)N,9.9
CC(C)(C)c1ccccc1,-1.2
CCCCCCC(C)(C)S,11.2
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,31.3
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,105.0
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,72.3
CCN(CC)C(=S)SSC(=S)N(CC)CC,55.2
OCC1CCCO1,7.8
c1ccc2c(c1)CCCC2,8.9
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,28.1
CCCO[Si](OCCC)(OCCC)OCCC,10.3
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-9.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,9.4
c1ccc2[nH]c(-c3cscn3)nc2c1,21.8
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],1.0
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,26.2
O=C(Nc1ccccc1)Nc1cnns1,46.3
CCN(CC)C(=O)SCc1ccc(Cl)cc1,40.6
NNC(=S)NN,34.1
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,67.1
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,36.9
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,48.3
Cc1cc(Cl)ccc1OCCCC(=O)O,99.3
Cc1ccc(C(C)C)c(O)c1,59.3
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,105.0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,12.8
Cc1cccc2n[nH]nc12,44.2
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,29.1
Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1,7.5
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,-4.2
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,3.3
CC(=O)OCC(COC(C)=O)OC(C)=O,4.2
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,4.7
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,10.4
C[C@]12C=CC(=O)C=C1CCC1C3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,2.0
CCCCSP(=O)(SCCCC)SCCCC,51.2
CCCCOP(=O)(OCCCC)OCCCC,1.5
CCCCN(CCCC)CCCC,38.5
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,20.8
O=C(O)C(Cl)(Cl)Cl,-0.9
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,93.9
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,106.0
OCCN(CCO)CCO,5.9
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,14.7
CCOP(=O)(OCC)OCC,6.6
OCCOCCOCCO,6.3
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,7.4
CC(=O)OCCOCCOCCOC(C)=O,12.6
CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,65.4
COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,30.5
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,94.9
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],89.2
CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,43.0
CC(C)CCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC(C)C)c(C(=O)OCCCCCCC(C)C)c1,3.2
CO[Si](OC)(OC)c1ccccc1,23.4
CCC[Si](OC)(OC)OC,13.5
COP(=O)(OC)OC,3.9
CN(C)C,1.6
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,14.8
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,79.5
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,26.9
c1ccc(P(c2ccccc2)c2ccccc2)cc1,17.6
CC(O)COC(C)COC(C)CO,13.4
COC(C)COC(C)COC(C)CO,96.7
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,-4.5
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,28.5
O=P(OCCCl)(OCCCl)OCCCl,-17.6
ClCCOP(OCCCl)OCCCl,6.1
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,14.5
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,21.4
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,6.3
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,63.7
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,15.9
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,99.0
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,-0.8
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,18.8
CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,15.4
CCCCCCCCCCC,4.9
CCOC(N)=O,26.9
C=CN1CCCC1=O,-17.6
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,-16.9
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,93.2
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,28.1
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,59.0
CN(C)C(=S)[S-],29.9
